Age,Gender,Years IT / Programming Experience,Occupation,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In,Training & Education: No formal training,Training & Education: On the job,Training & Education: Boot camp or night school,Training & Education: Online Class,Training & Education: Mentorship,Training & Education: Industry certification,"Training & Education: Some college, but no CS degree",Training & Education: BS in CS,Training & Education: Masters in CS,Training & Education: PhD in CS,Training & Education: Other,Compensation,Compensation: midpoint,Employment Status,Industry
20-24,Female,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,Sharepoint,,,,,,,,XSLT,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Finance / Banking
25-29,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"$100,000 - $120,000",110000,Employed full-time,Finance / Banking
35-39,Male,11+ years,Back-end web developer,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,Delphi,,On-the-job training,,,,Industry certification program,,,Masters Degree in Computer Science (or related field),,,,,Employed full-time,Finance / Banking
30-34,Male,11+ years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$120,000 - $140,000",130000,Employed full-time,Foundation / Non-Profit
30-34,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Foundation / Non-Profit
30-34,Male,11+ years,Back-end web developer,Android,,,,C++,C++11,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,,,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Gaming
25-29,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,Spark,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Gaming
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,Scala,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Gaming
51-60,Female,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Gaming
25-29,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,Employed full-time,Gaming
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Government
40-50,Male,11+ years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,Freelance / Contractor,Government
35-39,Male,11+ years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Government
30-34,Male,6 - 10 years,Back-end web developer,,Arduino / Raspberry Pi,,,C++,C++11,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"$80,000 - $100,000",90000,Employed full-time,Government
40-50,Male,6 - 10 years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Government
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,,,Employed full-time,Government
35-39,Female,6 - 10 years,Back-end web developer,,,,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,SQL Server,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Government
51-60,Male,11+ years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,Employed full-time,Government
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Grails,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Government
25-29,Male,11+ years,Back-end web developer,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,"Groovy, Grails, Drupal",,On-the-job training,,,,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Government
40-50,Male,6 - 10 years,Back-end web developer,,,AngularJS,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,,,,,R,Redis,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,Industry certification program,Some college coursework in Computer Science (or related field) but no degree,,,,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
25-29,Female,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,Python,,Redis,,,,,,,,,,,,,"postgreSQL, RabbitMQ",,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$140,000 - $160,000",150000,Employed full-time,Healthcare
25-29,Male,6 - 10 years,Back-end web developer,Android,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,Python,,Redis,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Healthcare
,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,Scala,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Healthcare
25-29,Male,2 - 5 years,Back-end web developer,Android,,,,C++,,,,,,,,,,,,,,Java,,LAMP,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,Other,"$60,000 - $80,000",70000,Employed full-time,Healthcare
35-39,Male,6 - 10 years,Back-end web developer,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
25-29,Male,6 - 10 years,Back-end web developer,,,,C,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,LAMP,,,,,,,Python,,,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$40,000 - $60,000",50000,Employed full-time,Healthcare
20-24,Female,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$40,000 - $60,000",50000,Employed full-time,Healthcare
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Healthcare
25-29,Male,2 - 5 years,Back-end web developer,,Arduino / Raspberry Pi,,,C++,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Healthcare
25-29,Male,2 - 5 years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,ASP.NET,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Healthcare
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed part-time,Healthcare
40-50,Male,11+ years,Back-end web developer,Android,,,,,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Internet
40-50,Male,6 - 10 years,Back-end web developer,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,,,Employed full-time,Internet
40-50,Male,11+ years,Back-end web developer,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$120,000 - $140,000",130000,Employed full-time,Internet
30-34,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$140,000 - $160,000",150000,Employed full-time,Internet
25-29,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$120,000 - $140,000",130000,Employed full-time,Internet
25-29,Male,6 - 10 years,Back-end web developer,Android,,,,,,,Cassandra,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$140,000 - $160,000",150000,Employed full-time,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,Clojure,,,,Go,Hadoop,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Internet
25-29,Male,2 - 5 years,Back-end web developer,,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Internet
40-50,Male,11+ years,Back-end web developer,,,,,,,,Cassandra,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,Groovy,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"More than $160,000",170000,Employed full-time,Internet
30-34,Female,6 - 10 years,Back-end web developer,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Internet
25-29,Male,2 - 5 years,Back-end web developer,,,,,,,,Cassandra,,,Clojure,,,,,,,,Java,,,,,,,,,,,Redis,,,,,,,SQL,,,,,,Storm,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$120,000 - $140,000",130000,Employed full-time,Internet
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$60,000 - $80,000",70000,Employed full-time,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,Ruby,,,Scala,,,,,,,,,,,,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$140,000 - $160,000",150000,Employed full-time,Internet
30-34,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,Masters Degree in Computer Science (or related field),,,"$80,000 - $100,000",90000,Employed full-time,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Internet
20-24,Male,1 - 2 years,Back-end web developer,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$60,000 - $80,000",70000,Employed full-time,Internet
30-34,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$80,000 - $100,000",90000,Employed full-time,Internet
< 20,Male,2 - 5 years,Back-end web developer,,Arduino / Raspberry Pi,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Internet
40-50,Male,11+ years,Back-end web developer,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,MongoDB,,,,,,,,,,,,,,,,,,,,Azure,,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Internet
30-34,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$40,000 - $60,000",50000,Employed full-time,Internet
40-50,Prefer not to disclose,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,Swift,,,,,,On-the-job training,,,,Industry certification program,,,,,,Rather not say,Rather not say,Employed full-time,Internet
25-29,Male,11+ years,Back-end web developer,,,AngularJS,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,,,Redis,,,,,,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Internet
,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,,,Employed full-time,Internet
35-39,Male,11+ years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Internet
25-29,Female,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,,,On-the-job training,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),,,Other,"$40,000 - $60,000",50000,Employed full-time,Internet
< 20,Male,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,On-the-job training,,,,,,,,,,"Less than $20,000",10000,Employed part-time,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Internet
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"$120,000 - $140,000",130000,Employed full-time,Internet
20-24,Female,2 - 5 years,Back-end web developer,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"More than $160,000",170000,Employed full-time,Internet
25-29,Male,6 - 10 years,Back-end web developer,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,Redis,,Rust,,Scala,,,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$140,000 - $160,000",150000,Employed full-time,Internet
30-34,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$20,000 - $40,000",30000,Employed part-time,Internet
25-29,Male,2 - 5 years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Internet
< 20,Male,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,HTML,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,,,Freelance / Contractor,Internet
20-24,Male,2 - 5 years,Back-end web developer,,,,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,Visual Basic,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Manufacturing
30-34,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$60,000 - $80,000",70000,Employed full-time,Manufacturing
Prefer not to disclose,Male,11+ years,Back-end web developer,,,AngularJS,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,,,Employed full-time,Manufacturing
25-29,Male,6 - 10 years,Back-end web developer,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Manufacturing
35-39,Male,11+ years,Back-end web developer,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,,On-the-job training,,,,,,,,,,Rather not say,Rather not say,Employed full-time,Manufacturing
30-34,Male,11+ years,Back-end web developer,,,,,,,,Cassandra,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"More than $160,000",170000,Employed full-time,Manufacturing
,Male,6 - 10 years,Back-end web developer,,Arduino / Raspberry Pi,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Media / Advertising
25-29,Male,6 - 10 years,Back-end web developer,Android,,,,,,C#,,,,,,,F#,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$80,000 - $100,000",90000,Employed full-time,Media / Advertising
25-29,Male,2 - 5 years,Back-end web developer,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$20,000 - $40,000",30000,Employed full-time,Media / Advertising
30-34,Male,11+ years,Back-end web developer,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,,,Employed full-time,Media / Advertising
30-34,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$120,000 - $140,000",130000,Employed full-time,Media / Advertising
30-34,Female,11+ years,Back-end web developer,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,JavaScript,,,,Node.js,,,PHP,,,Redis,,,,,,,,,,,,,Docker,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Media / Advertising
25-29,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,Clojure,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,Masters Degree in Computer Science (or related field),,,"$100,000 - $120,000",110000,Employed full-time,Media / Advertising
35-39,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,Scala,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"More than $160,000",170000,Employed full-time,Media / Advertising
30-34,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,MongoDB,Node.js,,,,Python,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"More than $160,000",170000,Employed full-time,Media / Advertising
35-39,Male,11+ years,Back-end web developer,,,,,,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Media / Advertising
25-29,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Media / Advertising
30-34,Male,6 - 10 years,Back-end web developer,Android,,,,,,,,,,Clojure,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,iOS,Java,JavaScript,,,MongoDB,,,,,Python,,Redis,,,,,,,SQL,,Swift,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$120,000 - $140,000",130000,Employed full-time,Media / Advertising
30-34,Male,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Media / Advertising
30-34,Male,11+ years,Back-end web developer,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,Rust,,Scala,,,SQL,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$80,000 - $100,000",90000,Employed full-time,Media / Advertising
30-34,Male,11+ years,Back-end web developer,,,,,,,C#,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,,Node.js,,,,,,,,,,Scala,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,Freelance / Contractor,Media / Advertising
25-29,Male,1 - 2 years,Back-end web developer,Android,,AngularJS,C,C++,,C#,,,Cordova,,,,,,,Haskell,iOS,Java,JavaScript,,,,Node.js,Objective-C,,PHP,Python,,,Ruby,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,"Cold Fusion, LISP",,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$20,000 - $40,000",30000,Employed full-time,Media / Advertising
40-50,Male,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$120,000 - $140,000",130000,Employed full-time,Media / Advertising
